index,character,episode,line,season,show,characters_spoken,words_spoken
9788,Jerry,51,  Good one.,4,Seinfeld,11,2
9789,Elaine,51," So then, listen, listen. So then, I showered and I dressed,               and I saw him again, on the way out.                So we're walkin' and",4,Seinfeld,147,24
9791,Jerry,51," But the question is, are you still master of your domain?",4,Seinfeld,58,11
9792,Elaine,51,  I'm queen of the castle. ,4,Seinfeld,27,5
9795,George,51," Of course I'm back. Why wouldn't I be back? My mother's               in the hospital, I'm going to pay her a visit.",4,Seinfeld,117,21
9797,George,51, You're my mother! What wouldn't I do for you?,4,Seinfeld,46,9
9799,George,51,"  You got it, Ma.  A               little later. ",4,Seinfeld,49,7
9801,George,51," Well, wait a little while, Ma. What's the difference?",4,Seinfeld,54,9
9803,George,51,"  I just got here, Ma! I'd like to spend a               little time with you.",4,Seinfeld,78,14
9805,George,51," Ten minutes! Here, here,  Have some Tic-Tacs.",4,Seinfeld,46,7
9809,George,51,"  Hang on, Ma.. hang on..",4,Seinfeld,25,5
9812,Elaine,51, Hi.,4,Seinfeld,4,1
9814,Elaine,51," No, I just, uh, fixed it.. a little bit. ",4,Seinfeld,42,9
9816,Elaine,51,  What? What? Who? Me-me-me? I made an               impression? What impression?,4,Seinfeld,81,10
9818,Elaine,51, No! No! Now! Tell me now! What did he say?!,4,Seinfeld,44,10
9820,Elaine,51,  He asked about me? John Kennedy asked about               me?!  What               did he say?,4,Seinfeld,96,13
9822,Elaine,51,  What situation? I have a situation?,4,Seinfeld,37,6
9824,Elaine,51, That was good. That was very good.,4,Seinfeld,35,7
9826,Elaine,51,"  Okay, you tryin' to hurt me? Are you tryin' to               hurt - you're tryin' to injure me, right? You're trying to hurt               me.",4,Seinfeld,144,23
9829,Jerry,51," Alright, Ma, I'll talk to you later.. Nothing, I'm, I'm               watching, uh, Tiny Toons here, on Nickelodeon.. It's, I-I like kid               shows. They have a very innocent,",4,Seinfeld,185,27
9830,Kramer,51,"  Oh, that's               good. That's good. That's very, very good. Oh, it's hot in there..               (Jerry looks back at",4,Seinfeld,128,18
9831,Jerry,51,"  The wheels on the bus go round and round, round and round,               round and round. The",4,Seinfeld,95,16
9832,Kramer,51," The woman across the street has nothing on, nothing on,               nothing on..",4,Seinfeld,83,12
9835,George,51, All you got is instant coffee? Why don't you get some real               coffee?,4,Seinfeld,81,13
9836,Jerry,51," I don't keep real coffee in here, I get my coffee on the               outside!  Yeah?!",4,Seinfeld,88,15
9837,Elaine,51,  It's Elaine.,4,Seinfeld,14,2
9838,Jerry,51,  Come on up! ,4,Seinfeld,14,3
9839,George,51, Where did you get those socks?,4,Seinfeld,31,6
9840,Jerry,51, I don't know.,4,Seinfeld,14,3
9841,George,51, I think those are my socks!,4,Seinfeld,28,6
9842,Jerry,51, How are these your socks?!,4,Seinfeld,27,5
9843,George,51," I don't know, but those are my socks! I had a pair just               like that with the blue stripe, and now I don't have them anymore!",4,Seinfeld,137,26
9844,Jerry,51,"  Oh, yeah, that's right, well, you fell asleep               one day on the sofa and I took them off your stinkin' feet. They               looked so good to me, I just had to",4,Seinfeld,176,31
9845,George,51," Yeah, well, they're my socks!",4,Seinfeld,30,5
9846,Jerry,51, They're my socks!,4,Seinfeld,18,3
9847,George,51, Oh boy..,4,Seinfeld,9,2
9848,Jerry,51, What are we doing here..,4,Seinfeld,25,5
9849,George,51, ..Oh boy.,4,Seinfeld,10,2
9850,Jerry,51, This is ridiculous.,4,Seinfeld,20,3
9851,George,51, Do you believe this? We're fighting. We're fighting.,4,Seinfeld,53,8
9852,Jerry,51, I haven't been myself lately. I've been snapping at everybody.,4,Seinfeld,63,10
9853,George,51, Me too. I've been yelling at strangers on the street.,4,Seinfeld,54,10
9854,Elaine,51, Hello.. ,4,Seinfeld,9,1
9855,George,51,  You caved?!,4,Seinfeld,13,2
9856,Jerry,51, It's over?,4,Seinfeld,11,2
9857,George,51, You're out?,4,Seinfeld,12,2
9858,Jerry,51, Ohh-my-God. The Queen is dead.,4,Seinfeld,31,5
9859,George,51, I figured you'd cruise. At least through the Spring.,4,Seinfeld,53,9
9860,Jerry,51, What happened?,4,Seinfeld,15,2
9861,Elaine,51, It was..uh.. John-John.,4,Seinfeld,24,3
9863,Jerry,51, But you made it through the day before.,4,Seinfeld,40,8
9864,Elaine,51," Yeah, but yesterday, he told Joyce, the aerobics teacher,               that he wants to meet me outside here at nine o' clock tonight.",4,Seinfeld,136,22
9865,Jerry,51, Why outside here?,4,Seinfeld,18,3
9866,Elaine,51," Because he think I live here. Remember when we shared a               cab, and he dropped me off out in front? He's picking me up.",4,Seinfeld,131,24
9867,Jerry,51," Alright, Costanza - it's just you and me.",4,Seinfeld,42,8
9868,George,51," And then,  there were two.",4,Seinfeld,27,5
9869,Elaine,51,  Elaine Benes Kennedy Junior..,4,Seinfeld,31,4
9872,Jerry,51, Really?,4,Seinfeld,8,1
9874,Jerry,51, You sure?,4,Seinfeld,10,2
9876,Jerry,51, You really want to?,4,Seinfeld,20,4
9878,Jerry,51, Okay..,4,Seinfeld,7,1
9880,Jerry,51,  You don't know the half of it.,4,Seinfeld,32,7
9882,Jerry,51," Well, it's kinda silly, but..",4,Seinfeld,30,5
9884,Jerry,51," No, it was just a bet. I mean, it actually started with               George and his mother-",4,Seinfeld,93,16
9886,Elaine,51," Marla? Hi, oh, I'm glad I ran into you-",4,Seinfeld,40,9
9889,Elaine,51, What happened?,4,Seinfeld,15,2
9890,Jerry,51, I told her about the contest.,4,Seinfeld,30,6
9891,Elaine,51," Ohh. Boy, she's a whack-o.",4,Seinfeld,27,5
9892,George,51,"  Hey, what happened?",4,Seinfeld,21,3
9893,Elaine,51, What?,4,Seinfeld,6,1
9894,George,51, I thought you were meeting Kennedy.,4,Seinfeld,36,6
9895,Elaine,51,  He didn't show.,4,Seinfeld,17,3
9896,George,51," Yeah, he did.",4,Seinfeld,14,3
9897,Elaine,51," What? He's - He's out there? Oh, my God. I-I gotta go,               I gotta go..",4,Seinfeld,82,15
9898,George,51," No, no, no. He just left.",4,Seinfeld,26,6
9899,Elaine,51, What?,4,Seinfeld,6,1
9900,George,51," Yeah, he was talking to Marla.",4,Seinfeld,31,6
9901,Jerry,51, Marla?,4,Seinfeld,7,1
9902,George,51," Yeah, I think, you know, she was, like, crying, and he               was consoling her, and then, she, uh, just got into his car, and               they just drove away.",4,Seinfeld,170,28
9903,Elaine,51,"  He left with Marla, the virgin?",4,Seinfeld,33,6
9904,George,51, Yeah.,4,Seinfeld,6,1
9905,Elaine,51, They drove away?,4,Seinfeld,17,3
9906,George,51," Yeah, drove away.. You know, I said 'Hello' to him. You               know, he's - he's-",4,Seinfeld,89,15
9907,Jerry,51,  Oh my God in heaven!,4,Seinfeld,22,5
9908,Elaine,51,  Is that..?,4,Seinfeld,12,2
9909,George,51, Kramer?!,4,Seinfeld,9,1
9910,Elaine,51, He's waving..,4,Seinfeld,14,2
9921,Jerry,52," ...cramped seat, working on a tiny computer;               there's always a small problem ``There'll be a slight delay, we'll be a *little*               late, if you could be a *little* *patient*! We're just trying               to get one of those *little* trucks to pull us up just a *little*               closer to the jetway so you can walk down the narrow hallway and               there'll be a man there in a tight suit and he'll tell you you have               very little time to make your connecting flight. So move it!''.",4,Seinfeld,535,85
9922,Elaine,52," Bah bah baaah, Boo doo bah bah bah, boo doo               waaaah, waah, waaaah...",4,Seinfeld,82,13
9923,Jerry,52," Hey, could you do me a favour?  Could               you shut-up?They both chortle, and Jerry is hot so he's taking               his coat off, but Elaine refuses to take the wheel and Jerry's hand               gets stuck and before you can say ""Planes, Trains and Automobiles"",               they collide head-on with a Snapple truck....",4,Seinfeld,339,50
9924,Elaine,52, Hey guess what? This window doesn't work.,4,Seinfeld,42,7
9925,Elaine,52, Gimme ten bucks and find out...,4,Seinfeld,32,6
9926,Jerry,52," So, this worked out pretty good. Them givin'               me an extra ticket, y'know, you get a free trip to St. Louis, I did my               gig, you got to",4,Seinfeld,160,28
9927,Elaine,52," Yeah, worked out good.",4,Seinfeld,23,4
9928,Jerry,52, And here's the beauty--,4,Seinfeld,24,4
9929,Elaine,52, What?,4,Seinfeld,6,1
9930,Jerry,52, George is pickin' us up at the airport.,4,Seinfeld,40,8
9931,Elaine,52, Get out of here! Why?,4,Seinfeld,22,5
9932,Jerry,52, You know that awning outside my building?,4,Seinfeld,42,7
9933,Elaine,52, Yeah...,4,Seinfeld,8,1
9934,Jerry,52," He's always bragging about his vertical leap,               so I bet him fifty bucks that he couldn't touch the awning.",4,Seinfeld,120,19
9935,Elaine,52, So what happened?,4,Seinfeld,18,3
9936,Jerry,52, He didn't come within two feet of the thing.               He's wavin at it... ,4,Seinfeld,80,13
9937,Elaine,52," Hey, how we doin' on time? ",4,Seinfeld,28,6
9938,Jerry,52," Timed out perfectly. Drop off the car, pick               up the rental car shuttle, we walk right on the plane...",4,Seinfeld,115,19
9939,Elaine,52, Hey! Wait up!,4,Seinfeld,14,3
9940,Jerry,52, Hey! Wait up!,4,Seinfeld,14,3
9943,Jerry,52," Uh, JFK.  I need some small bills               for a tip. You ",4,Seinfeld,64,11
9944,Elaine,52," Yeah, you want five? ",4,Seinfeld,22,4
9945,Jerry,52, Gimme ten.,4,Seinfeld,11,2
9946,Elaine,52, You're giving him *ten* dollars?,4,Seinfeld,33,5
9947,Jerry,52," Well, we got three bags.",4,Seinfeld,25,5
9948,Elaine,52, That's a pretty big tip...,4,Seinfeld,27,5
9949,Jerry,52, That's what they get!,4,Seinfeld,22,4
9950,Elaine,52, They don't get that much.,4,Seinfeld,26,5
9951,Jerry,52, Let's ask him.,4,Seinfeld,15,3
9952,Elaine,52, We can't ask him...,4,Seinfeld,20,4
9953,Jerry,52, Let's see what he says.,4,Seinfeld,24,5
9954,Elaine,52," Jerry, we don't have time for this...",4,Seinfeld,38,7
9955,Jerry,52," Two seconds.  Excuse me, my friend               and I here, we were having a discussion and we were wondering what you               usually get for a tip.",4,Seinfeld,157,25
9957,Jerry,52," Uh, how about a couple of people like us.",4,Seinfeld,42,9
9959,Jerry,52," C'mon, seriously...",4,Seinfeld,20,2
9961,Elaine,52, What!?,4,Seinfeld,7,1
9963,Elaine,52, *Five* dollars a bag? I don't think so.,4,Seinfeld,40,8
9965,Elaine,52, You got some nerve trying to take advantage               of us...,4,Seinfeld,67,10
9966,Jerry,52," All right, look, we're late. Thank you very               much...",4,Seinfeld,66,9
9967,Elaine,52, You're lucky I don't report you...,4,Seinfeld,35,6
9972,Elaine,52, Wait up!,4,Seinfeld,9,2
9973,Jerry,52," You see? Never be late for a plane with a girl.                 'Cuz a girl runs like a girl-- with the little steps and the arms                 flailing out... You wanna make this plane, you've gotta run               like a man!",4,Seinfeld,232,38
9976,Jerry,52, We'll take 'em!,4,Seinfeld,16,3
9977,Elaine,52, We're not going to sit together?,4,Seinfeld,33,6
9978,Jerry,52," Well, so what? It's not that long-- you'll               read.",4,Seinfeld,63,9
9979,Elaine,52," Well, what about George? He's supposed to               pick us up at Kennedy.",4,Seinfeld,79,12
9980,Jerry,52, We'll call him...,4,Seinfeld,18,3
9981,Elaine,52, There's no time.,4,Seinfeld,17,3
9982,Jerry,52, No time?  Is there time?,4,Seinfeld,25,5
9984,Jerry,52," There's no time. All right, we'll call him               from the plane.",4,Seinfeld,73,11
9987,Jerry,52, I'll take the first class.,4,Seinfeld,27,5
9988,Elaine,52, Jerry!,4,Seinfeld,7,1
9989,Jerry,52, What?,4,Seinfeld,6,1
9990,Elaine,52, Why should you get the first class?,4,Seinfeld,36,7
9991,Jerry,52," Elaine, have you ever flown first class?",4,Seinfeld,41,7
9992,Elaine,52, No.,4,Seinfeld,4,1
9993,Jerry,52, All right then. See? You won't know what you're               missing. I've,4,Seinfeld,76,11
9994,Elaine,52, You flew here coach.,4,Seinfeld,21,4
9995,Jerry,52," Yeah, that's a point...",4,Seinfeld,24,4
9996,Elaine,52," All right, fine. I don't care. If the plane               crashes, everybody in first class is going to die, anyway.",4,Seinfeld,117,19
9997,Jerry,52," Yeah, I'm sure you'll live.",4,Seinfeld,28,5
10000,Jerry,52," Bon voyage, Lainey!",4,Seinfeld,20,3
10004,Elaine,52, Great...  Help me...,4,Seinfeld,21,3
10007,Jerry,52," Oh, sorry... My mistake...  Thank...               *you*!",4,Seinfeld,58,6
10008,George,52," Hey, thanks for coming with me.",4,Seinfeld,32,6
10009,Kramer,52," Hey, what made you think you could touch that               awning?",4,Seinfeld,68,10
10010,George,52, I confused it with another awning.,4,Seinfeld,35,6
10011,Kramer,52, So how we doin' on time?,4,Seinfeld,25,6
10012,George,52," We're perfect. I timed this out so we would               pull up at the terminal *exactly* 17 minutes after their flight is               supposed to land. That gives them just enough time to get off               the plane, pick  up their bags and be walking *out* of the terminal               as we roll up. ",4,Seinfeld,313,50
10013,George,52, What's going on? What are you doing? The Long               Island Expressway? ,4,Seinfeld,80,11
10014,Kramer,52, Will you relax?!,4,Seinfeld,17,3
10015,Kramer,52, This is the best way to go!,4,Seinfeld,28,7
10016,George,52, Do you know what happens if I miss him? I               don't get credit for the pickup and I lose my 50 bucks...,4,Seinfeld,114,22
10017,Kramer,52," George, there's no traffic at this time. Now,               come on, man...",4,Seinfeld,76,11
10018,George,52, Really?,4,Seinfeld,8,1
10019,Kramer,52," If anything, we'll probably get there early.               I'll have a chance to ",4,Seinfeld,82,12
10020,George,52, The Duty Free Shop? Duty Free is the biggest               sucker deal in retail.,4,Seinfeld,82,13
10021,Kramer,52, Duty.,4,Seinfeld,6,1
10022,George,52," Yeah, ""duty"". Do you know how much               duty is?",4,Seinfeld,58,9
10023,Kramer,52," No, I dunno how much duty is.",4,Seinfeld,30,7
10024,George,52, Duty is *nothing*. It's like sales tax...,4,Seinfeld,42,7
10025,Kramer,52, I still like to stop at the duty free shop.,4,Seinfeld,44,10
10026,George,52, I like to stop at the duty free shop.,4,Seinfeld,38,9
10030,Jerry,52, Oh my...,4,Seinfeld,9,2
10033,Jerry,52, Wow! Coming out of the shower... It's a good               thing they gave you ,4,Seinfeld,80,13
10034,Jerry,52, What is this an ad for?,4,Seinfeld,24,6
10036,Jerry,52, Uh-huh...,4,Seinfeld,10,1
10037,Kramer,52, How does it look on your side?  We'll get there...,4,Seinfeld,51,10
10039,Elaine,52," Oh, look at this... He's sleeping and I have               to go to the bathroom. Maybe he'll wake up soon. What if my kidneys               burst? Is it worth it not to wake this man up to damage a major               organ? I hope this disgusting slob appreciates what I'm doing for               him...                Yeah, make a little more noise with your gum-- that's helpful.",4,Seinfeld,384,61
10041,George,52, They're not here! You cost me fifty bucks!,4,Seinfeld,43,8
10042,Kramer,52, Look at you! You run like a girl! Run like               a man! Lift your knees!,4,Seinfeld,81,15
