,character,episode,line,season,show,characters_spoken,words_spoken
2621,Sandy,27," Well I'm glad, SpongeBob, 'cause for the next seven days, it's gonna be you, me, and these sweatbands!  Yee-ha! ",2,SpongeBob SquarePants,113,19
2623,Sandy,27, I'm hotter than a hickory-smoked sausage! Woo-hoo! ,2,SpongeBob SquarePants,52,7
2627,SpongeBob,27, Life's as extreme as you want to make it!  Whoo!,2,SpongeBob SquarePants,49,10
2629,SpongeBob,27," Yeah.  Whew, what a workout.  I'm going to be feeling this tomorrow.  Ow.",2,SpongeBob SquarePants,74,13
2630,Sandy,27," I got to say, I'm impressed with you, SpongeBob. You're making this the best pre-hibernation week ever.",2,SpongeBob SquarePants,104,17
2631,SpongeBob,27," Well, I'd better get home before Gary chews up the sofa again.  Good night Gary. ",2,SpongeBob SquarePants,82,15
2632,Sandy,27," Nothing like a refreshing morning dip, huh, SpongeBob?",2,SpongeBob SquarePants,55,8
2633,SpongeBob,27,  W-what h-happened to s-sleeping? ,2,SpongeBob SquarePants,35,4
2634,Sandy,27, I'll be asleep all winter! We only got three days for fun.  Well hurry now! The giant clams like to feed at this hour!  Isn't this great?,2,SpongeBob SquarePants,138,27
2635,SpongeBob,27, Yeah! I've never played extreme jacks before! ,2,SpongeBob SquarePants,47,7
2636,Sandy,27," Ok SpongeBob, this one's going to be fun. We just whack each other with these giant ear cleaners 'til one of us falls off.  On your mark... get set...",2,SpongeBob SquarePants,151,29
2637,SpongeBob,27," Sandy, are you sure we're supposed to be standing up here?",2,SpongeBob SquarePants,59,11
2638,Sandy,27," Go!  Come on, SpongeBob. We're goin' for a tandem ride through the park!",2,SpongeBob SquarePants,73,13
2639,SpongeBob,27," Gee, that sounds safe! I mean, fun.  Ok, I'm ready! I thought you said we were riding through the park, Sandy!",2,SpongeBob SquarePants,111,21
2640,Sandy,27," I did, SpongeBob, the industrial park!  This is where the real action is!  This part gets pretty technical! Yee-haw! Now for the speed course. Hold on!  I hope we make it!  I'm havin' fun, too!  Wake up, slowpoke.  We're going fly-fishing. ",2,SpongeBob SquarePants,241,41
2641,SpongeBob,27,"  This squirrel's trying to kill me! Any more of these stunts and I'll be reduced to a puddle!  Wait a minute, I've got to talk my way out of this! Sandy, I think I need to tell you something.",2,SpongeBob SquarePants,192,39
2642,Sandy,27, What is it?,2,SpongeBob SquarePants,12,3
2643,SpongeBob,27," Well, it's just that I'm feeling sort of...  I just feel like maybe I need to... ",2,SpongeBob SquarePants,82,16
2644,Sandy,27," Hold that thought, SpongeBob! 'Cause it's time for a down-home favorite!  Find the hay in the needle stack!  Did you find it?",2,SpongeBob SquarePants,126,22
2645,SpongeBob,27, Not yet.,2,SpongeBob SquarePants,9,2
2646,Sandy,27, Well I'm going to look over here.,2,SpongeBob SquarePants,34,7
2647,SpongeBob,27, You do that. ,2,SpongeBob SquarePants,14,3
2648,Sandy,27," Found it, SpongeBob!  Come on. Best two out of three.",2,SpongeBob SquarePants,54,10
2649,SpongeBob,27, Gotta hide! Gotta hide! Home? No. Gary can't keep a secret.  Under a rock? It's so original! ,2,SpongeBob SquarePants,94,17
2650,Sandy,27," SpongeBob?!  SpongeBob?  Where are you, little square dude?  SpongeBob's tie! And all his other little dressins! But... but... he always folds his clothes before running around in the nude! Something terrible must have happened to him!  Alright, listen up, y'all! I'm rounding up a search party! SpongeBob's gone missing! ",2,SpongeBob SquarePants,323,49
2651,Mr. Krabs,27,  Man the lifeboats!,2,SpongeBob SquarePants,20,3
2652,Sandy,27," Alpha Team, you search uptown. Gold Team searches downtown. Any questions?",2,SpongeBob SquarePants,75,11
2654,Sandy,27," Now get movin'!  SpongeBob?  Someone look up there.  Put your doors, and friends into it!  Come on! He could be anywhere in these sulfur fields! ",2,SpongeBob SquarePants,146,25
2656,Sandy,27, Check in this here moist cave! ,2,SpongeBob SquarePants,32,6
2657,Sandy,27, Status report!,2,SpongeBob SquarePants,15,2
2659,Sandy,27," Well, look again!",2,SpongeBob SquarePants,18,3
2661,Sandy,27," Well, look again!",2,SpongeBob SquarePants,18,3
2662,Squidward,27, He's not in my thoughts.,2,SpongeBob SquarePants,25,5
2663,Sandy,27," Well, think again!  Attention Bikini Bottom, the time has come to double, no, triple our efforts!",2,SpongeBob SquarePants,98,16
2664,Squidward,27, How about a break?! We've been at it for days!,2,SpongeBob SquarePants,47,10
2666,Sandy,27, That's a good idea! Use the children to crawl into small places you couldn't normally reach.,2,SpongeBob SquarePants,93,16
2668,Sandy,27, I heard that!! No one's going anywhere until we find SpongeBob!,2,SpongeBob SquarePants,64,11
2670,Sandy,27, That ain't SpongeBob! SpongeBob is square!,2,SpongeBob SquarePants,43,6
2672,Sandy,27, No you ain't! ,2,SpongeBob SquarePants,15,3
2674,Sandy,27," That's just a cereal box. Besides, he's yellow.",2,SpongeBob SquarePants,48,8
2677,Sandy,27," He's not...huh?  They must have gone to search some more.  SpongeBob, where are you?!  You under there?  Nope. ",2,SpongeBob SquarePants,112,18
2681,SpongeBob,27,"  You said it! Sandy'll never find us!  Hey wait, you don't understand!",2,SpongeBob SquarePants,71,12
2682,Squidward,27,"  Oh look, it is I, SpongeBob, out here in the open. ",2,SpongeBob SquarePants,53,11
2683,Sandy,27, SpongeBob?,2,SpongeBob SquarePants,11,1
2684,SpongeBob,27,"  C'mon, let me back in! You don't understand! ",2,SpongeBob SquarePants,47,8
2685,Sandy,27," Oh, SpongeBob, I was so worried! I thought something terrible happened!  Come on. There's just enough time to go atom smashing. ",2,SpongeBob SquarePants,129,21
2686,SpongeBob,27," Sandy, wait!",2,SpongeBob SquarePants,13,2
2687,Sandy,27, There's no time to wait! Hibernation! ,2,SpongeBob SquarePants,39,6
2688,SpongeBob,27," Sandy, you've got to make time! This is important!  I...am a man!  OK, Sandy, I...I...I...I...I can't play with you anymore! I just can't take the games! They're tearing me apart!  There, I said it! Now just promise we can still be friends. Please, Sandy? This isn't easy, I...",2,SpongeBob SquarePants,278,48
2689,SpongeBob,27," Sandy?  I never thought I'd say it, but thank Neptune for hibernation! ",2,SpongeBob SquarePants,72,12
2690,Patrick,27,  Who are you people?!,2,SpongeBob SquarePants,22,4
2697,SpongeBob,29,"  Alright, we're gonna go to Sandy's house! Yeah! Ha-ha! Keep the tree warm, Sandy, we're on our way to your house! Ha-ha-ha...",2,SpongeBob SquarePants,127,22
2698,Patrick,29,"  Yay! Yay! Ha-ha! I'm gonna beat you there! I'm gonna... ah, it's gonna be fun! Ah-ha...",2,SpongeBob SquarePants,89,16
2699,SpongeBob,29," Sandy?  Hey Sandy, what's with the sign?",2,SpongeBob SquarePants,41,7
2700,Patrick,29," Look, she's on the Eating Channel.",2,SpongeBob SquarePants,35,6
2701,Sandy,29,"  Howdy!  If y'all are watching this, that means I'm asleep for the winter. This sleep is called hibernation.  During hibernation, animals don't like to be woken up. So do not disturb.  That means you, SpongeBob.",2,SpongeBob SquarePants,212,35
2702,Patrick,29, We better put these on.,2,SpongeBob SquarePants,24,5
2703,SpongeBob,29," Never mind, Pat. Sandy said not to come in. Let's am-scray.",2,SpongeBob SquarePants,60,11
2704,Patrick,29," When are you gonna learn, SpongeBob? ""No"" means ""yes""!",2,SpongeBob SquarePants,55,9
2705,SpongeBob,29," Patrick, listen, how many times do we have to-?",2,SpongeBob SquarePants,48,9
2706,Patrick,29," SpongeBob, look at this! ",2,SpongeBob SquarePants,26,4
2707,SpongeBob,29, What is this stuff? ,2,SpongeBob SquarePants,21,4
2708,Patrick,29," It's a vast, swirling wonderland of sparkling white pleasure. Let it fill your senses with cascading, fluffy pillows of excitement and comfort as you've never felt before.",2,SpongeBob SquarePants,172,27
2709,SpongeBob,29,"  Wow, Pat, that was beautiful!",2,SpongeBob SquarePants,31,5
2710,Patrick,29," What, I was just reading this candy bar wrapper, see? ",2,SpongeBob SquarePants,55,10
2711,SpongeBob,29, Patrick! Put your helmet back on!  You know there's no water in Sandy's house!,2,SpongeBob SquarePants,79,14
2712,Patrick,29," It's okay, SpongeBob. This stuff is water! Look! ",2,SpongeBob SquarePants,50,8
2713,SpongeBob,29, I guess you're right. It's okay here!,2,SpongeBob SquarePants,38,7
2714,Patrick,29," Take it off. No one's looking.  SpongeBob, did you hear that?",2,SpongeBob SquarePants,62,11
2715,SpongeBob,29, I think it came from Sandy's tree.,2,SpongeBob SquarePants,35,7
2716,Patrick,29, That is one tired tree.,2,SpongeBob SquarePants,24,5
2717,SpongeBob,29, Let's check it out.  Look what's in Sandy's bed! ,2,SpongeBob SquarePants,50,9
2718,Patrick,29, Looks like an over-inflated Sandy doll!,2,SpongeBob SquarePants,40,6
2719,SpongeBob,29, I think this thing is Sandy.,2,SpongeBob SquarePants,29,6
2720,Patrick,29, Hibernation must mean the opposite of beauty sleep.,2,SpongeBob SquarePants,52,8
2721,Sandy,29,"  I've had enough of your dastardly deeds, Dirty Dan. I'm gonna get you and your partner, Pinhead Larry or my name ain't Sheriff... Sandy... ",2,SpongeBob SquarePants,141,24
2722,SpongeBob,29,"  She must be dreaming about Texas outlaws.  Look out Sandy, I'm Dirty Dan.",2,SpongeBob SquarePants,75,13
2723,Sandy,29, I'm gonna catch you and throw you in jail at taxpayers' expense.,2,SpongeBob SquarePants,65,12
2724,SpongeBob,29," Oh, you better run faster, Sandy.",2,SpongeBob SquarePants,34,6
2725,Patrick,29, Yeah! I'm getting away! Faster! ,2,SpongeBob SquarePants,33,5
2726,SpongeBob,29," Hurry, we're getting in a taxi!",2,SpongeBob SquarePants,32,6
2727,Patrick,29," Faster, faster! ",2,SpongeBob SquarePants,17,2
2728,Sandy,29, I'll get you two. You're nothing but pure evil! Just like newspaper comics... ,2,SpongeBob SquarePants,79,13
2729,SpongeBob,29," Come on, Patrick. We shouldn't disturb her anymore.",2,SpongeBob SquarePants,52,8
2730,Patrick,29," That's not disturbing. This is disturbing!  Hi there, SpongeBob. My name is Patback.",2,SpongeBob SquarePants,85,13
2731,SpongeBob,29, Ha! That is really disturbing!,2,SpongeBob SquarePants,31,5
2732,Patrick,29," Uh, SpongeBob?",2,SpongeBob SquarePants,15,2
2733,SpongeBob,29,  Huh? ,2,SpongeBob SquarePants,7,1
2734,Patrick,29," Faster, SpongeBob! She's gaining on us!",2,SpongeBob SquarePants,40,6
2735,SpongeBob,29,  Sandy! No! Stop!,2,SpongeBob SquarePants,18,3
2736,Sandy,29," I warned ya, Dirty Dan! Now, you've just crossed the border into Hurtville!",2,SpongeBob SquarePants,76,13
2737,SpongeBob,29," Sandy, it's us, your friends! SpongeBob and Patrick!",2,SpongeBob SquarePants,53,8
2738,Patrick,29," Please, Sandy, I can't afford dry cleaning!",2,SpongeBob SquarePants,44,7
2739,Sandy,29, Gonna skin y'all and make a pair of size six...boots... ,2,SpongeBob SquarePants,57,10
2740,Patrick,29, Fun's over.,2,SpongeBob SquarePants,12,2
2741,SpongeBob,29," Whew, we sure don't want to wake her up again. Too bad we don't have any earplugs to put on her.",2,SpongeBob SquarePants,97,21
2742,Patrick,29," Yeah, all's I got is this bellybutton lint. ",2,SpongeBob SquarePants,45,8
2743,SpongeBob,29," All right, Pat! ",2,SpongeBob SquarePants,17,3
2744,Sandy,29, I'm gonna rip your arms off and.... flapjacks? ,2,SpongeBob SquarePants,48,8
2745,SpongeBob,29," Well, that oughta work.",2,SpongeBob SquarePants,24,4
2746,Patrick,29,"  Hey Sandy, does it work? ",2,SpongeBob SquarePants,27,5
2747,SpongeBob,29," Hey Sandy, if you can't hear us, don't say anything!",2,SpongeBob SquarePants,53,10
2748,Patrick,29," Hey, Sandy! Don't wake up! ",2,SpongeBob SquarePants,28,5
2749,SpongeBob,29," See ya later, Sheriff Sandy!  You're under arrest!",2,SpongeBob SquarePants,51,8
2750,Patrick,29, You'll never catch me!  Hey that's not fair! Cowboys couldn't afford cannons.,2,SpongeBob SquarePants,78,12
2751,SpongeBob,29, They couldn't afford station wagons either! ,2,SpongeBob SquarePants,45,6
2752,Patrick,29, Nice paneling.,2,SpongeBob SquarePants,15,2
2753,SpongeBob,29," All right, Pinhead. Your time is up! ",2,SpongeBob SquarePants,38,7
2754,Patrick,29, Who you calling Pinhead? I want to be Dirty Dan!,2,SpongeBob SquarePants,49,10
2755,SpongeBob,29, What makes you think you can be Dirty Dan?,2,SpongeBob SquarePants,43,9
2756,Patrick,29, I'm dirty. ,2,SpongeBob SquarePants,12,2
2757,SpongeBob,29, I say I'm Dirty Dan. ,2,SpongeBob SquarePants,22,5
2758,Patrick,29, I say I'm Dirty Dan! ,2,SpongeBob SquarePants,22,5
2759,SpongeBob,29,  I say I'm Dirty Dan!,2,SpongeBob SquarePants,22,5
2760,Patrick,29,  I'm Dirty Dan.,2,SpongeBob SquarePants,16,3
2761,SpongeBob,29,  I'm Dirty Dan!,2,SpongeBob SquarePants,16,3
2762,Patrick,29,  I'm Dirty Dan.,2,SpongeBob SquarePants,16,3
2763,SpongeBob,29,  I'm Dirty Dan!,2,SpongeBob SquarePants,16,3
2764,Patrick,29,  I'm Dirty Dan.,2,SpongeBob SquarePants,16,3
2765,SpongeBob,29,  I'm Dirty Dan!,2,SpongeBob SquarePants,16,3
2766,Patrick,29,  I'm Dirty Dan.,2,SpongeBob SquarePants,16,3
2767,SpongeBob,29,  I'm Dirty Dan!,2,SpongeBob SquarePants,16,3
2768,Patrick,29,  I'm Dirty Dan.,2,SpongeBob SquarePants,16,3
2769,SpongeBob,29,  I'm Dirty Dan!  ,2,SpongeBob SquarePants,18,3
2770,Patrick,29,  I'm Dirty Dan.  Screaming will get you no- ,2,SpongeBob SquarePants,45,8
2771,Sandy,29,  Which one of you fellers is the real Dirty Dan?!,2,SpongeBob SquarePants,50,10
2772,Patrick,29, Uh? I am? ,2,SpongeBob SquarePants,11,3
2773,SpongeBob,29, Patrick! ,2,SpongeBob SquarePants,10,1
2774,Patrick,29, Hot wings? ,2,SpongeBob SquarePants,12,2
2775,Sandy,29," Okay, Pinhead Larry, now you get yours!  Pinhead!  Now you're gonna pay for those crimes, Pinhead! ",2,SpongeBob SquarePants,100,16
2776,SpongeBob,29," Sandy, stay back. I'm warning ya!  Okay, I warned ya! ",2,SpongeBob SquarePants,55,10
2777,SpongeBob,29, Let's get out of here before Sandy wakes up again! ,2,SpongeBob SquarePants,52,10
2778,Patrick,29, Ouch! ,2,SpongeBob SquarePants,7,1
2779,SpongeBob,29," Sorry, Patrick, but the door is slippery! It's frozen shut!",2,SpongeBob SquarePants,60,10
2780,Patrick,29," Let me have a try.  Open sesame!  Well, I've done all I can do.",2,SpongeBob SquarePants,64,14
2781,SpongeBob,29, Then we're stuck in here? until the door thaws? in spring.,2,SpongeBob SquarePants,59,11
2782,Patrick,29, Barnacles.  Is it spring yet?,2,SpongeBob SquarePants,30,5
2783,SpongeBob,29, N-n-n-no. ,2,SpongeBob SquarePants,11,1
2784,Patrick,29, I'm so cold that I'm shivering! ,2,SpongeBob SquarePants,33,6
2785,SpongeBob,29, I'm so cold that I can use my nose drippings as a pair of chopsticks! ,2,SpongeBob SquarePants,71,15
2786,Patrick,29, I'm so cold that...I'm shivering!,2,SpongeBob SquarePants,34,5
2787,SpongeBob,29, Maybe we should build a fire. I got it! We'll burn the bark from Sandy's tree! ,2,SpongeBob SquarePants,80,16
2788,Sandy,29,"  You're gonna be wearing an iron lung when I'm through with you, Pinhead! ",2,SpongeBob SquarePants,75,13
2789,SpongeBob,29," The fire's not gonna happen, Patrick. I don't get it! How does Sandy survive these intense conditions every year?",2,SpongeBob SquarePants,114,19
2790,Patrick,29, Maybe she just ignores it.,2,SpongeBob SquarePants,27,5
2791,SpongeBob,29, Maybe?,2,SpongeBob SquarePants,7,1
2792,Patrick,29, Maybe?,2,SpongeBob SquarePants,7,1
2793,SpongeBob,29, Maybe it's her fur! ,2,SpongeBob SquarePants,21,4
2795,SpongeBob,29," Look at all that warm, toasty fur!",2,SpongeBob SquarePants,35,7
2796,Patrick,29," It's like a gold mine, but with fur. ",2,SpongeBob SquarePants,38,8
2797,SpongeBob,29, Carefully...carefully? ,2,SpongeBob SquarePants,24,1
2798,Patrick,29," Come on, do it! I'm freezing here!",2,SpongeBob SquarePants,35,7
2799,SpongeBob,29," All right, all right, hang on a second!  That should be enough, right? ",2,SpongeBob SquarePants,72,13
2800,Patrick,29," Sponge, I'm a big man. A big, BIG man!",2,SpongeBob SquarePants,39,9
2801,SpongeBob,29," Well, I guess I've lived a full life! ",2,SpongeBob SquarePants,39,8
2802,Patrick,29, This is taking too long! I want the warm NOW! ,2,SpongeBob SquarePants,47,10
2803,SpongeBob,29," Pat, no! ",2,SpongeBob SquarePants,10,2
2804,SpongeBob,29," Pat, are you crazy?! ",2,SpongeBob SquarePants,22,4
2805,Patrick,29," No, I'm warm.",2,SpongeBob SquarePants,14,3
2806,SpongeBob,29, Let me see that roll of tape.,2,SpongeBob SquarePants,30,7
2807,Patrick,29," Man, that fur really hits the spot! No more frozen armpits. ",2,SpongeBob SquarePants,61,11
2808,SpongeBob,29, And this eyebrow/goatee combo works like a charm. This is the best idea we've ever had.,2,SpongeBob SquarePants,88,16
2809,Patrick,29, You said it!,2,SpongeBob SquarePants,13,3
2810,SpongeBob,29," I'm ready for the longest, coldest winter ever!",2,SpongeBob SquarePants,48,8
2812,SpongeBob,29, Spring?,2,SpongeBob SquarePants,8,1
2813,Sandy,29,"  Wow, spring already?",2,SpongeBob SquarePants,22,3
2814,SpongeBob,29, Tartar sauce! The lock is still frozen!,2,SpongeBob SquarePants,40,7
2815,Sandy,29,  I sure can't wait to go outside and warm my fur!,2,SpongeBob SquarePants,50,11
