,character,episode,line,season
3371,Flying Dutchman,33," [finishing eenie-meenie-minie-mo] You are it! [stops on SpongeBob]
",2
3372,Squidward,33," Now, think, SpongeBob! We're about to get eaten. What can you wish for to make it so we don't get eaten?
",2
3373,SpongeBob,33," Don't worry, Squidward. I've got it all figured out. He won't be able to eat us because...I wish the Dutchman was a vegetarian! [Flying Dutchman turns into a vegetarian and SpongeBob, Patrick, and Squidward re-appear in front of SpongeBob's house but you can only see their heads]
",2
3374,"SpongeBob, Patrick, and Squidward",33," Hooray!
",2
3375,SpongeBob,33," We're home!
",2
3376,Patrick,33," You did it, SpongeBob. We're saved!
",2
3377,Squidward,33," But why have we been turned into fruits? [their bodies have been turned into fruits and they are in a blender]
",2
3378,Flying Dutchman,33," Hey, I get a wish too. Fruit prevents scurvy! [SpongeBob, Patrick, and Squidward bounce away in the blender] Hey, get back here with that! [Flying Dutchman chases them around the ship, which is now a hippie-themed Volkswagen with a main mast.
",2
3379,Patchy,33," [Patchy is shown sitting at the counch crying] Hold on! Sorry about that kids! Its just that old Patchy can't help but get all choked up at the end of a show. But the good news is, when you watch this cartoon land-lobbing style like you usually do, it'll have the ending you picked, so now your an official big time cartoon decision maker! [Cuts to a bunch of monkeys at a zoo] Just don't let it go to your head! Well, say good night to the folks Potty! Potty!
",2
3380,Potty,33," Sqwuak! I quit! I quit!
",2
3381,Patchy,33," Ohhh! Oh, that's it folks! Right now I got a little employee management to take care of! Oh, Potty! Potty, get in your nice cage! Potty I'm not kidding!
",2
3382,Narrator,33," And so, we conclude SpongeBob's You Wish Spectacular Special! Thanks for voting!
",2
3383,Patchy,33," [Bite sound's heard] OW!
",2
3384,Patchy,33," Ahoy, fellow fanatics! Welcome to Patchy's Pick. Why don't come on back on the galley, I got a little treat for you today. We're gonna see me favorite show Shanghaied! Ta-da!
",2
3385,Potty,33," Boring!
",2
3386,Patchy,33," Well, If it isn't my less-than-amusing sidekick, Potty the Parrot. Potty, say hello to the nice people.
",2
3387,Potty,33," Bawk! I'm being held here against my will-- Help!
",2
3388,Patchy,33," Arrrrrrrrrrrrrrrrrrrrrgh... Oh, Potty come back! Potty? Potty? Were'd you go? Potty, you in here, buddy?
",2
3389,Potty,33," [laughs and squawking] Ha, Ha, Ha, Ha, Ha, Ha, Ha.
",2
3390,Patchy,33," Get me out of here, you scurvy bird! [The cannon blasts Patchy out and Patchy screams; he lands in a neighboring house which sinks like a boat. Patchy returns, still smoking from the cannon blast] Well, roll the cartoon.
",2
3391,SpongeBob,33," [eating Kelp-O cereal] Mmm, Kelp-O! With one of eight essential prizes inside! [checks in the cereal box but then a giant anchor comes crashing through SpongeBob's house] Holy shrimp! [runs out to Squidward] Squidward! The sky had a baby from my cereal box! Squidward! [Squidward pokes his head through his window] Squidward! The sky had a baby!
",2
3392,Squidward,33," That's not a baby! That's a giant anchor! Now go away! [Patrick comes over]
",2
3393,Patrick,33," Hey, SpongeBob! The sky had a baby!
",2
3394,SpongeBob,33," I know! What do you think we should name it?
",2
3395,Patrick,33," How about...
",2
3396,Squidward,33," Why don't you two go climb its anchor rope? I'm sure it goes somewhere far away! [Anchor crashes into Squidward's house] Now look what you've done!
",2
3397,SpongeBob,33," We didn't do it, Squidward. Our hands are clean! [SpongeBob and Patrick show their spotless hands]
",2
3398,Patrick,33," Clean...
",2
3399,Squidward,33," [on top of his house] Well, I'm gonna get to the bottom of this thing.
",2
3400,SpongeBob,33," Wouldn't that be the top? [Squidward starts to climb rope]
",2
3401,SpongeBob,33," Squid, wait! Wait!
",2
3402,Patrick,33," Squidward! [SpongeBob and Patrick start climbing rope also]
",2
3403,Narrator,33," A few inches later...
",2
3404,SpongeBob,33," [points up] Ship!
",2
3405,Patrick,33," SpongeBob, how long are you gonna stay in your little fantasy world?
",2
3406,SpongeBob,33," No, look, a giant ship!
",2
3407,Squidward,33," Great! Let's go! Now I can finally give this anchor-dropper a piece of my mind.
",2
3408,SpongeBob,33," I don't know, Squidward. That ship has a spooky green glow around it.
",2
3409,Squidward,33," That's probably because its good-for-nothing owner is too lazy to clean or drop its anchors in the right place.
",2
3410,SpongeBob,33," Squid, wait! [all 3 reach the top]
",2
3411,Squidward,33," All right, who owns this crate? [notices a door that says ""owner"" and begins to knock on it] Come on out! I wanna file a complaint! [SpongeBob looks around the ship]
",2
3412,SpongeBob,33," Doesn't this place seem familiar?
",2
3413,Patrick,33," I don't know. Why?
",2
3414,SpongeBob,33," I don't know. Doesn't it just kind of ring a bell? [Squidward rings the doorbell]
",2
3415,Patrick,33," Yes!
",2
3416,SpongeBob,33," I know who owns this boat but I just can't place the name. [SpongeBob walks by a barrel that says ""property of the Flying Dutchman""]
",2
3417,Flying Dutchman,33," Rawr!!
",2
3418,SpongeBob,33," No, no, it's not ""rawr!""
",2
3419,Flying Dutchman,33," I am the Flying Dutchman!
",2
3420,SpongeBob,33," That's it! Squidward, this ship belongs to the Red Baron!
",2
3421,Flying Dutchman,33," Who be disturbin' the Flying Dutchman in his own lair?
",2
3422,SpongeBob,33," It's Squidward. He wants to complain to you. [Flying Dutchman gives an evil look to Squidward]
",2
3423,Squidward,33," I...no, I don't.
",2
3424,SpongeBob,33," Well, what about all that stuff about him having a dirty ship and being lazy and all? [Flying Dutchman glares angrily at Squidward]
",2
3425,Squidward,33," [laughs nervously] I never said that.
",2
3426,Flying Dutchman,33," Insultin' a man's ship be worse than insultin' his mother!
",2
3427,SpongeBob,33," No, no, wait, it was his mother you said was dirty, not his ship. [shoots fire out his nose frying up Squidward]
",2
3428,Squidward,33," [screams] Ow.
",2
3429,Flying Dutchman,33," [looks over to SpongeBob and Patrick] You're next!
",2
3430,SpongeBob and Patrick,33," [jumps off the ship] That was a close one! [land back on the ship]
",2
3431,Flying Dutchman,33," Welcome back!
",2
3432,SpongeBob,33," [he and Patrick scream and jump off the ship] That was a closer one! [land back on the ship]
",2
3433,Flying Dutchman,33," Welcome back! [SpongeBob and Patrick jump off the ship]
",2
3434,Squidward,33," Hey! How come when they act up, all they get is the welcome wagon? If you ask me, it's... [Flying Dutchman zaps Squidward while SpongeBob and Patrick land back on the ship]
",2
3435,Flying Dutchman,33," So, are you gonna try that again?
",2
3436,Patrick,33," Probably. [Flying Dutchman zaps Squidward]
",2
3437,Flying Dutchman,33," How 'bout now?
",2
3438,Patrick,33," Uhh...
",2
3439,Squidward,33," [covers Patrick's mouth with tentacle] No, no, they're not. Whew. [Flying Dutchman zaps Squidward]
",2
3440,Flying Dutchman,33," Now listen. [takes out a ""Ghost Rule Book""] Whosoever sets foot on the Flying Dutchman's ship, uninvited or otherwise, shall become members of his ghostly crew forever! [closes rule book] And, uhh [opens rule book], ever. [closes rule book]
",2
3441,Squidward,33," Will we be getting business cards?
",2
3442,Flying Dutchman,33," [zaps Squidward] Silence! You're part of my crew now, and our job is to sail around and frighten people. It'll be grueling, mind- numbing, and repetitive. Just like...daytime television.
",2
3443,Squidward,33," Now you listen here, mister. If you think I'm gonna spend more than five minutes on this dumpster, then you're crazy. I mean, look at this place. It's disgusting! [shows a green jockstrap] Whoever told you that having oil lamps next to hardwood paneling was a good idea... [Dutchman picks up Squidward] Oh, oh, now what? I suppose you're gonna show me... [Flying Dutchman unzips something in mid-air] Oh, gee, that's very nice. What is this, some kind of magic act? [Flying Dutchman tosses Squidward into the Fly of Despair. Squidward screams as he falls inside the Fly of Despair. SpongeBob and Patrick look at Squidward in a blank worried face.]
",2
3444,Flying Dutchman,33," [closes Fly of Despair] Would anyone else like to enter the ""Fly of Despair""?
",2
3445,SpongeBob,33," No! We know our place now, Mister Dutchman.
",2
3446,Patrick,33," We'll do anything you say!
",2
3447,Flying Dutchman,33," Then, for starters, you can...swab the deck! [hands them a mop and a bucket]
",2
3448,SpongeBob,33," Look, Patrick! A real, live, ghost mop!
",2
3449,Patrick,33," And I got this hat!
",2
3450,Flying Dutchman,33," Listen! We're heading down to Bikini Bottom tonight for a little haunting spree, so I want this ship to look good and scary!
",2
3451,SpongeBob,33," You mean you want it to look good...and scary. Well, I think we can probably...
",2
3452,Patrick,33," No, no, I think he means he wants it to look so good that it's scary.
",2
3453,SpongeBob,33," Or maybe that by looking so scary you forget that it doesn't look good!
",2
3454,Patrick,33," I don't get it.
",2
3455,SpongeBob,33," Look, it's easy, it simply means that...
",2
3456,Flying Dutchman,33," Never mind what it means! I just want it to look scary! That's it! You know, mold growing on the ceilings and bugs in the sink.
",2
3457,SpongeBob,33," So, you don't want it to look good?
",2
3458,Flying Dutchman,33," Get moving! [SpongeBob and Patrick start mopping]
",2
3459,SpongeBob and Patrick,33," [singing, while sweeping with the mop and bucket] A sailor's life is a wonderful life / A wonderful life for sure!
",2
3460,Flying Dutchman,33," What a night be this! Crew, howl with me so that we might set the Seven Seas ablaze with fear! [howls like a wolf]
",2
3461,SpongeBob,33," [screams]
",2
3462,Patrick,33," Leedle-leedle-leedle-lee!
",2
3463,Flying Dutchman,33," [howls like a wolf]
",2
3464,SpongeBob,33," [screams]
",2
3465,Patrick,33," Leedle-leedle-leedle-lee! [Flying Dutchman going to howl again but Patrick cuts him off] Leedle-eedle-eedle- eedle-eedle! [Flying Dutchman going to howl again but Patrick cuts him off] Leedle-eedle-eedle-eedle-eedle! [Flying Dutchman going to howl again but Patrick cuts him off] Leedle-eedle-eedle-eedle-eedle!
",2
3466,Flying Dutchman,33," Eh, that'll do. Okay, Square One, since Pink One's working the navigation, it's up to you to find our first victim. Here, use this spyglass. Now hurry up! We're burnin' moonlight!
",2
3467,SpongeBob,33," Let's see who we can find. [spins telescope on ground] Captain, there's a guy we can scare. [telescope points to a big tough guy then Flying Dutchman blows on the telescope spinning it a little to land on a little kid]
",2
3468,Billy,33," I had four biscuits, and I ate one. Then I only had three.
",2
3469,Flying Dutchman,33," Ahh, it does me heart good to see children out after dark. Pink One, take us behind those rocks.
",2
3470,Patrick,33," Moving behind the rocks! [ship moves scratches and tears up through the rocky parts of the sea]
",2
3471,SpongeBob,33," Keep going. You're good. You're good. You're good...and...stop. Don't worry, Captain, we'll buff out those scratches.
",2
3472,Flying Dutchman,33," All right, never mind it. Just jump out when I give the signal. [Flying Dutchman scares Billy from behind a rock]
",2
3473,Flying Dutchman,33," Boo! Prepare to be burdened with the haunting memory of my ghostly ghost pirates! [points to SpongeBob and Patrick who just get confuse]
",2
3474,SpongeBob,33," Was that the signal? Okay, sorry, sorry, just...just do it again.
",2
3475,Flying Dutchman,33," With the haunting memory of my ghostly ghost pirates! [SpongeBob and Patrick come out and SpongeBob does a little trick with his fingers]
",2
3476,Patrick,33," How does he do that?
",2
3477,Flying Dutchman,33," Get back on the ship.
",2
3478,SpongeBob and Patrick,33," It's still a mystery!
",2
3479,Billy,33," Those guys are dorks.
",2
3480,Flying Dutchman,33," Yes, but they're my dorks. [goes back to showing SpongeBob and Patrick steering through the rocks tearing up the ship]
",2
3481,SpongeBob,33," You're good. You're good. You're good. [Flying Dutchman goes through Bikini Bottom terrorizing citizens while SpongeBob and Patrick do stupid tricks. Later shown the ship is still getting wrecked] You're good. You're good. You're good. [Flying Dutchman goes through Bikini Bottom terrorizing citizens while SpongeBob and Patrick do stupid tricks. Later shown the ship is still getting wrecked] You're good.. You're good. You're good. [Flying Dutchman scares another citizen while SpongeBob and Patrick figure- skate in purple tights. back on the ship] Why do you think the Dutchman asked us to wait in our bunk room?
",2
3482,Patrick,33," Maybe he's gonna give us a reward!
",2
3483,SpongeBob,33," Like movie passes?
",2
3484,Patrick,33," Or an oversized coffee mug?! [both start bouncing insanely]
",2
3485,Flying Dutchman,33," I've been thinking. Stop bouncing! [both stop] This whole crew for eternity thing isn't working out. It's not really you so much as it is me.
",2
3486,SpongeBob,33," You're setting us free?
",2
3487,Flying Dutchman,33," Well, actually, I'm just gonna eat you. See you at dinner! [SpongeBob and Patrick scream]
",2
3488,Patrick,33," Wait, I have an idea!
",2
3489,SpongeBob,33," Really?! What is it?
",2
3490,Patrick,33," Let's leave!
",2
3491,SpongeBob,33," But the door is locked and the only way out is through the...perfume department. [points to a room full of perfume and customers]
",2
